TIC ID,CTOI,Transit Epoch (BJD),Period (days),Planet Radius (R_Earth),Duration (hours),Depth (mmag),CTOI Category
248655096,248655096.01,2458439.638,2.762,2.93,2.163,1.144,Promoted to TOI
248655556,248655556.01,2458440.246,13.118,12.533,4.576,4.771,Promoted to TOI
250707118,250707118.01,2458797.579,11.446,13.777,4.012,8.509,Promoted to TOI
252469648,252469648.01,2458872.729,5.918,2.496,2.647,1.415,Promoted to TOI
255588086,255588086.01,2459963.647,0.897,10.0,1.7,2.783,Promoted to TOI
255780160,255780160.01,2458470.528,3.877,3.61,3.225,0.659,Promoted to TOI
256158543,256158543.01,2458627.062,5.065,15.058,4.432,10.78,Promoted to TOI
256349966,256349966.01,2458753.578,14.587,12.731,0.177,4.754,Promoted to TOI
256722647,256722647.01,2458800.5,2.923,nan,7.0,4.025,Promoted to TOI
257060897,257060897.01,2458683.378,3.66,18.286,4.662,8.586,Promoted to TOI
257067559,257067559.01,2458492.005,3.483,14.633,3.674,6.118,Promoted to TOI
257527578,257527578.01,2458432.977,nan,nan,nan,3.916,Promoted to TOI
257605131,257605131.02,2458411.005,1.858,1.85,1.712,0.421,Promoted to TOI
257605131,257605131.03,2458411.791,3.064,1.82,3.723,0.41,Promoted to TOI
258234731,258234731.01,2459964.625,6.424,14.84,4.0,21.533,Promoted to TOI
258389327,258389327.01,2458691.865,26.542,18.28,3.017,10.823,Promoted to TOI
258510872,258510872.01,2458716.126,6.543,15.47,4.036,7.079,Promoted to TOI
258871793,258871793.01,2458684.154,9.146,12.82,4.774,9.245,Promoted to TOI
258917846,258917846.01,2458605.097,32.29,4.8,8.3,1.402,Promoted to TOI
258920431,258920431.01,2458684.647,5.984,11.994,5.577,4.056,Promoted to TOI
260004324,260004324.01,2458357.937,3.816,1.15,nan,nan,Promoted to TOI
260417932,260417932.02,2458318.371,7.986,1.84,0.115,0.515,Promoted to TOI
260849386,260849386.01,2458491.712,0.517,4.48,0.05,0.394,Promoted to TOI
261135533,261135533.01,2458744.263,14.48,1.455,2.433,1.605,Promoted to TOI
261257684,261257684.02,2459386.3,83.98,nan,6.0,2.174,Promoted to TOI
262689575,262689575.01,2459449.418,1.616,1.094,1.545,0.312,Promoted to TOI
262843259,262843259.01,2458357.615,nan,nan,nan,1.412,Promoted to TOI
264052454,264052454.01,2459719.635,2.347,9.5,1.5,6.534,Promoted to TOI
264544388,264544388.01,2458824.8,0.0,3.5,15.0,0.543,Promoted to TOI
265010875,265010875.01,2458494.084,6.409,nan,nan,nan,Promoted to TOI
265076459,265076459.01,2458494.569,3.405,nan,nan,8.502,Promoted to TOI
267545252,267545252.01,2458683.53,3.379,13.799,3.093,19.44,Promoted to TOI
268187322,268187322.01,2458496.527,5.479,15.923,4.639,6.162,Promoted to TOI
268301217,268301217.01,2458544.41,0.947,13.36,1.105,14.317,Promoted to TOI
268604331,268604331.01,2458686.743,5.013,nan,4.085,1.209,Promoted to TOI
268823307,268823307.01,2458685.348,3.547,nan,5.798,6.901,Promoted to TOI
269243313,269243313.01,2459802.485,9.735,4.2,4.8,0.977,Promoted to TOI
269269546,269269546.01,2458685.107,4.438,nan,3.661,1.487,Promoted to TOI
269333648,269333648.01,2458538.5,nan,nan,nan,3.807,Promoted to TOI
269859655,269859655.01,2458544.685,2.992,16.429,2.843,20.297,Promoted to TOI
270456887,270456887.01,2458519.048,2.268,15.18,0.1,7.852,Promoted to TOI
271042217,271042217.01,2458684.994,1.856,nan,1.909,3.272,Promoted to TOI
271354351,271354351.01,2458684.085,3.901,nan,3.415,1.941,Promoted to TOI
272670038,272670038.01,2458912.439,104.293,7.1,5.3,2.228,Promoted to TOI
272758199,272758199.01,2458684.986,3.661,14.35,2.484,21.261,Promoted to TOI
272785423,272785423.01,2458685.872,3.24,14.333,3.066,20.131,Promoted to TOI
273418421,273418421.01,2458681.577,43.38,2.2,5.3,0.63,Promoted to TOI
273874849,273874849.01,2458684.549,1.485,nan,2.639,11.143,Promoted to TOI
273985865,273985865.03,2458359.538,17.726,2.778,3.95,1.123,Promoted to TOI
274599700,274599700.01,2459002.12,32.98,13.3,8.2,8.721,Promoted to TOI
276376289,276376289.01,2458716.938,nan,16.133,3.7,19.129,Promoted to TOI
279095914,279095914.01,2458147.635,3.576,2.035,2.054,1.033,Promoted to TOI
279327604,279327604.01,2458325.252,1.427,6.15,0.05,3.029,Promoted to TOI
279383896,279383896.01,2458771.671,12.032,12.858,4.875,4.832,Promoted to TOI
279514271,279514271.01,2458351.834,9.772,10.91,0.304,1.818,Promoted to TOI
279947414,279947414.01,2458791.69,4.066,13.149,2.155,20.082,Promoted to TOI
280024247,280024247.01,2459915.469,5.493,6.0,3.8,1.093,Promoted to TOI
280031353,280031353.03,2459398.736,nan,8.6,17.4,10.802,Promoted to TOI
280865159,280865159.01,2458387.08,0.0,nan,12.0,2.174,Promoted to TOI
281837575,281837575.01,2459526.76,2.386,3.534,1.704,1.507,Promoted to TOI
281837575,281837575.02,2459527.236,5.213,10.685,1.52,10.993,Promoted to TOI
282498590,282498590.01,2458464.711,10.108,19.68,0.226,16.927,Promoted to TOI
282940781,282940781.01,2458731.648,29.126,nan,4.5,nan,Promoted to TOI
283307274,283307274.01,2459233.128,17.8,11.7,5.0,6.534,Promoted to TOI
284173938,284173938.01,2458817.484,2.916,14.451,3.651,12.347,Promoted to TOI
284206913,284206913.01,2458768.011,10.511,9.617,3.203,8.374,Promoted to TOI
284361752,284361752.01,2459032.093,nan,3.6,10.0,0.728,Promoted to TOI
284679064,284679064.01,2458712.601,4.21,7.965,2.913,8.697,Promoted to TOI
284859630,284859630.01,2458440.048,7.543,4.908,4.274,1.885,Promoted to TOI
285272237,285272237.01,2458795.809,13.917,6.15,2.797,3.332,Promoted to TOI
285466025,285466025.01,2459887.395,7.372,4.84,8.15,0.378,Promoted to TOI
285505979,285505979.01,2458789.439,4.709,5.475,0.052,4.123,Promoted to TOI
285524410,285524410.01,2458491.736,3.025,nan,3.658,3.38,Promoted to TOI
286000547,286000547.01,2458516.542,7.497,10.06,0.172,15.067,Promoted to TOI
287145649,287145649.01,2458546.403,3.602,3.48,3.136,1.03,Promoted to TOI
287643871,287643871.01,2458753.416,nan,15.741,4.2,4.775,Promoted to TOI
287959034,287959034.01,2459698.674,3.85,7.7,1.4,4.352,Promoted to TOI
288428649,288428649.01,2458687.78,5.915,3.5,3.473,1.62,Promoted to TOI
288636342,288636342.02,2458686.822,32.208,8.37,8.133,3.008,Promoted to TOI
288636599,288636599.01,2458686.016,19.967,10.72,6.564,6.511,Promoted to TOI
290036495,290036495.01,2458570.458,5.252,20.4,0.082,23.179,Promoted to TOI
292202337,292202337.01,2458619.208,nan,4.57,4.2,1.951,Promoted to TOI
292477426,292477426.01,2458654.934,4.18,16.773,4.112,6.428,Promoted to TOI
293880523,293880523.01,2458704.513,nan,13.263,7.5,4.324,Promoted to TOI
294500964,294500964.01,2458488.147,9.068,7.01,0.093,4.581,Promoted to TOI
294691204,294691204.01,2458622.683,6.586,5.84,0.077,1.598,Promoted to TOI
296737508,296737508.01,2458538.0,nan,nan,13.0,1.956,Promoted to TOI
298070500,298070500.01,2458688.338,6.582,1.886,3.665,0.266,Promoted to TOI
298663873,298663873.01,2458830.79,0.0,10.0,23.3,4.352,Promoted to TOI
299220166,299220166.01,2458686.08,3.218,nan,2.118,9.522,Promoted to TOI
299780329,299780329.01,2458336.571,1.602,nan,0.45,0.869,Promoted to TOI
300604770,300604770.01,2458325.625,3.456,10.226,2.354,11.0,Promoted to TOI
301343785,301343785.01,2458412.771,1.172,12.23,0.06,2.708,Promoted to TOI
302333151,302333151.01,2458324.741,1.441,7.25,0.073,4.481,Promoted to TOI
302381397,302381397.01,2458818.452,2.728,13.385,2.593,10.848,Promoted to TOI
302924206,302924206.01,2458324.583,6.944,10.69,0.118,4.756,Promoted to TOI
303317324,303317324.01,2458365.19,nan,nan,nan,1.63,Promoted to TOI
303586471,303586471.01,2458363.77,17.58,nan,4.21,0.543,Promoted to TOI
304142124,304142124.01,2458585.282,0.0,5.5,5.6,2.174,Promoted to TOI
304339227,304339227.01,2458673.33,0.0,3.0,5.6,0.543,Promoted to TOI
306337838,306337838.01,2458380.552,6.001,7.87,0.144,6.537,Promoted to TOI
306472057,306472057.01,2458288.309,139.314,10.4,12.14,5.043,Promoted to TOI
306648160,306648160.01,2458626.701,3.653,16.084,4.302,10.498,Promoted to TOI
306996324,306996324.01,2458579.656,8.24,1.64,0.102,nan,Promoted to TOI
306996324,306996324.02,2458588.26,15.66,1.91,0.117,nan,Promoted to TOI
307734818,307734818.01,2458900.911,2.107,11.0,1.9,29.718,Promoted to TOI
307958020,307958020.01,2458864.82,0.0,3.5,10.0,0.543,Promoted to TOI
308073360,308073360.01,2458876.281,11.894,nan,nan,nan,Promoted to TOI
308301091,308301091.01,2459030.369,nan,5.4,6.6,1.412,Promoted to TOI
308425348,308425348.01,2458598.976,3.399,5.87,3.479,2.663,Promoted to TOI
308778563,308778563.01,2458790.613,6.859,13.016,0.219,3.191,Promoted to TOI
310002617,310002617.01,2458685.33,3.177,13.84,3.004,14.03,Promoted to TOI
311179742,311179742.01,2458624.24,8.32,10.65,0.159,2.679,Promoted to TOI
313006381,313006381.01,2458705.687,nan,nan,3.83,0.739,Promoted to TOI
313891529,313891529.01,2459092.276,nan,nan,5.208,8.13,Promoted to TOI
317019074,317019074.01,2458467.874,1.205,8.58,0.026,1.709,Promoted to TOI
317252733,317252733.01,2458819.143,3.353,12.312,3.964,12.394,Promoted to TOI
317483660,317483660.01,2458467.871,3.332,15.19,0.162,13.393,Promoted to TOI
318209162,318209162.01,2459580.39,23.236,15.85,3.3,23.027,Promoted to TOI
318812447,318812447.01,2459147.134,nan,6.8,4.8,4.57,Promoted to TOI
321086563,321086563.01,2458494.057,3.97,12.981,4.596,3.686,Promoted to TOI
321578632,321578632.01,2459915.794,6.364,2.8,3.0,0.868,Promoted to TOI
321668398,321668398.01,2458684.76,5.644,11.06,2.356,4.151,Promoted to TOI
322807675,322807675.01,2458538.302,9.703,9.53,0.097,12.218,Promoted to TOI
323194443,323194443.01,2458767.802,3.908,7.883,3.155,13.884,Promoted to TOI
323295479,323295479.01,2458622.93,nan,nan,6.3,8.721,Promoted to TOI
323295908,323295908.01,2458417.653,7.706,12.383,3.386,16.363,Promoted to TOI
327369524,327369524.01,2458767.257,4.024,8.634,3.743,2.141,Promoted to TOI
328081248,328081248.01,2459772.335,4.165,2.1,2.0,2.84,Promoted to TOI
328502522,328502522.01,2459534.489,nan,9.968,6.534,4.526,Promoted to TOI
328814605,328814605.01,2458823.368,11.384,12.969,5.593,5.214,Promoted to TOI
328933398,328933398.01,2458706.449,24.934,nan,4.93,1.441,Promoted to TOI
328933398,328933398.02,2458848.645,0.0,nan,6.97,1.347,Promoted to TOI
328934463,328934463.01,2458939.783,11.234,nan,nan,nan,Promoted to TOI
330218897,330218897.01,2459797.706,3.42,3.6,1.9,0.81,Promoted to TOI
331146317,331146317.01,2458740.85,2.388,19.309,2.708,12.435,Promoted to TOI
332558858,332558858.01,2458448.316,13.34,nan,nan,8.721,Promoted to TOI
332579116,332579116.01,2458441.196,3.902,12.118,1.993,24.025,Promoted to TOI
332860211,332860211.01,2458469.638,4.444,16.362,2.876,18.175,Promoted to TOI
333734769,333734769.01,2458542.511,1.509,8.64,0.079,2.158,Promoted to TOI
334482103,334482103.01,2458492.273,3.726,11.637,2.132,9.324,Promoted to TOI
334597566,334597566.01,2458743.399,9.11,nan,10.0,3.807,Promoted to TOI
334632624,334632624.01,2459262.07,nan,3.5,6.2,7.627,Promoted to TOI
335952150,335952150.01,2458880.324,nan,6.816,nan,2.107,Promoted to TOI
336075472,336075472.01,2459028.176,nan,3.1,5.4,1.739,Promoted to TOI
336399144,336399144.01,2458738.924,5.703,8.022,3.372,3.361,Promoted to TOI
337385330,337385330.01,2459515.712,15.536,1.736,3.473,0.749,Promoted to TOI
339207264,339207264.01,24549912.8,5.482,15.28,5.2,7.083,Promoted to TOI
340228388,340228388.01,2458599.301,3.173,14.279,2.261,18.951,Promoted to TOI
342167886,342167886.01,2459297.111,17.3,19.8,5.2,10.912,Promoted to TOI
344085117,344085117.01,2458468.578,0.66,16.39,0.054,1.424,Promoted to TOI
347357977,347357977.01,2458514.237,12.686,5.58,0.18,2.758,Promoted to TOI
348755728,348755728.01,2458517.81,4.506,5.0,1.973,10.435,Promoted to TOI
348756659,348756659.01,2458514.883,3.725,13.95,0.136,19.906,Promoted to TOI
348835438,348835438.01,2458521.5,6.21,nan,nan,1.412,Promoted to TOI
349488688,349488688.01,2458994.282,11.625,3.4,nan,0.76,Promoted to TOI
349576261,349576261.01,2458456.878,225.1,13.0,4.6,nan,Promoted to TOI
349582831,349582831.01,2458816.954,3.454,17.02,2.222,14.45,Promoted to TOI
349972412,349972412.01,2458401.398,81.835,nan,nan,9.487,Promoted to TOI
350814622,350814622.01,2458684.495,3.213,nan,4.296,0.636,Promoted to TOI
353586703,353586703.01,2458840.991,3.004,26.527,0.062,8.793,Promoted to TOI
353893493,353893493.01,2459450.495,3.353,3.237,2.31,1.845,Promoted to TOI
353960022,353960022.01,2458819.195,3.921,21.58,4.43,19.738,Promoted to TOI
354173595,354173595.01,2459826.051,1.727,1.3,1.4,1.152,Promoted to TOI
354518617,354518617.01,2458480.944,12.719,3.478,2.888,1.103,Promoted to TOI
354518617,354518617.02,2458472.355,22.751,3.487,3.255,1.108,Promoted to TOI
355446093,355446093.01,2458313.977,15.944,9.98,0.161,4.031,Promoted to TOI
355640518,355640518.01,2458817.088,0.85,20.21,1.328,80.814,Promoted to TOI
355867695,355867695.03,2458879.319,nan,nan,3.667,1.739,Promoted to TOI
356700488,356700488.01,2458756.65,0.0,3.0,9.0,0.434,Promoted to TOI
356710041,356710041.01,2458932.29,0.0,10.0,12.0,2.718,Promoted to TOI
356919658,356919658.01,2458683.93,1.426,5.42,2.07,1.538,Promoted to TOI
358579111,358579111.01,2458344.542,14.22,10.21,0.295,3.195,Promoted to TOI
359357695,359357695.01,2458598.459,1.726,5.96,1.492,10.539,Promoted to TOI
360816293,360816293.01,2458597.648,3.551,15.518,2.785,8.581,Promoted to TOI
360816296,360816296.01,2458597.648,3.551,17.902,2.785,8.581,Promoted to TOI
364395234,364395234.01,2458543.98,1.375,10.261,1.92,7.998,Promoted to TOI
367630162,367630162.03,2458696.334,15.182,2.201,3.549,0.965,Promoted to TOI
367630162,367630162.04,2458687.799,9.56,1.6,3.026,0.511,Promoted to TOI
367630162,367630162.05,2458685.358,1.98,1.194,1.681,0.268,Promoted to TOI
368435330,368435330.01,2458902.878,3.644,nan,2.433,nan,Promoted to TOI
368678195,368678195.01,2458791.595,2.84,22.71,2.69,53.077,Promoted to TOI
369376388,369376388.01,2458412.484,1.541,3.47,0.067,1.657,Promoted to TOI
369532319,369532319.01,2458755.81,0.0,nan,5.6,2.174,Promoted to TOI
370138999,370138999.01,2458323.309,11.452,10.94,0.15,3.143,Promoted to TOI
371443216,371443216.01,2458599.015,2.823,14.5,nan,6.534,Promoted to TOI
371864043,371864043.01,2458571.788,2.96,18.232,3.789,7.535,Promoted to TOI
372207328,372207328.01,2458738.864,0.279,0.808,0.027,0.807,Promoted to TOI
372443687,372443687.01,2458657.771,4.295,11.868,2.857,12.141,Promoted to TOI
372596795,372596795.01,2458571.058,3.537,14.38,2.678,6.681,Promoted to TOI
372596796,372596796.01,2458571.058,3.537,14.461,2.737,6.833,Promoted to TOI
376645976,376645976.01,2458943.83,nan,52.194,nan,296.173,Promoted to TOI
376847633,376847633.01,2459408.647,nan,10.0,16.5,3.807,Promoted to TOI
380836882,380836882.01,2458660.842,8.012,nan,nan,nan,Promoted to TOI
382200986,382200986.01,2458243.916,92.495,8.07,0.286,12.108,Promoted to TOI
382602147,382602147.01,2458323.386,2.136,11.72,0.082,31.879,Promoted to TOI
383721338,383721338.01,2459402.503,nan,11.9,7.2,5.988,Promoted to TOI
384159646,384159646.01,2458630.392,0.0,8.771,5.0,5.442,Promoted to TOI
386131764,386131764.01,2459253.582,nan,10.53,2.4,3.616,Promoted to TOI
387409975,387409975.01,2458739.847,5.018,4.95,3.038,2.158,Promoted to TOI
388076422,388076422.01,2458956.477,2.577,11.39,1.66,55.405,Promoted to TOI
388198242,388198242.01,2458325.189,0.505,4.76,0.037,2.321,Promoted to TOI
393546540,393546540.01,2459537.505,nan,3.1,nan,0.804,Promoted to TOI
393546540,393546540.02,2459563.131,nan,3.3,6.0,1.488,Promoted to TOI
394287035,394287035.01,2458330.482,17.102,nan,nan,8.283,Promoted to TOI
394346745,394346745.01,2458327.84,3.402,15.582,3.265,15.1,Promoted to TOI
394721720,394721720.01,2459036.55,1.069,nan,nan,2.802,Promoted to TOI
394918211,394918211.01,2458611.0,4.378,nan,9.0,1.412,Promoted to TOI
396368313,396368313.01,2458599.055,3.09,17.41,1.492,10.441,Promoted to TOI
396896334,396896334.01,2458441.838,5.76,15.706,3.15,18.072,Promoted to TOI
399346877,399346877.01,2458792.026,3.961,1.868,3.581,0.159,Promoted to TOI
399860444,399860444.01,2458686.4,2.468,nan,3.381,37.438,Promoted to TOI
399868187,399868187.01,2458438.315,1.233,nan,nan,1.847,Promoted to TOI
399967279,399967279.01,2458440.324,nan,nan,nan,23.043,Promoted to TOI
400103802,400103802.01,2458817.927,4.251,12.037,2.892,15.035,Promoted to TOI
400430915,400430915.01,2458685.07,2.186,11.88,3.962,3.491,Promoted to TOI
400432230,400432230.01,2458684.205,3.183,14.634,2.41,5.909,Promoted to TOI
400476523,400476523.01,2458700.97,54.313,17.29,4.85,10.047,Promoted to TOI
400786146,400786146.01,2459323.081,22.153,13.4,nan,6.239,Promoted to TOI
401125028,401125028.01,2458515.771,5.175,10.24,0.083,14.194,Promoted to TOI
403136415,403136415.01,2458326.378,2.513,14.0,2.411,21.935,Promoted to TOI
403507814,403507814.01,2458627.34,2.78,19.642,3.463,12.738,Promoted to TOI
404518509,404518509.01,2458431.29,0.0,3.0,5.0,0.869,Promoted to TOI
404610583,404610583.01,2459826.813,3.538,12.07,2.6,12.937,Promoted to TOI
405452527,405452527.01,2458516.485,11.555,22.32,0.292,19.829,Promoted to TOI
405717754,405717754.01,2458687.512,4.439,nan,4.973,16.531,Promoted to TOI
405788729,405788729.01,2458742.12,4.226,nan,6.0,1.086,Promoted to TOI
406495245,406495245.01,2459529.661,7.62,8.7,4.0,1.739,Promoted to TOI
407146536,407146536.01,2458634.8,2.098,nan,3.0,1.63,Promoted to TOI
407591297,407591297.01,2458870.66,2.593,0.86,1.213,0.897,Promoted to TOI
407653728,407653728.01,2458714.814,6.504,14.655,3.708,12.028,Promoted to TOI
408636441,408636441.01,2458745.47,75.4,4.9,5.6,2.718,Promoted to TOI
415399713,415399713.01,2459176.65,nan,2.6,7.7,0.724,Promoted to TOI
415443327,415443327.01,2458440.584,4.89,3.641,3.924,0.578,Promoted to TOI
415969908,415969908.02,2458381.07,52.74,2.02,nan,nan,Promoted to TOI
417646390,417646390.01,2458819.394,3.802,14.342,3.329,7.796,Promoted to TOI
417942201,417942201.01,2458817.719,4.231,16.102,4.735,5.184,Promoted to TOI
418012030,418012030.01,2458933.378,6.686,nan,nan,nan,Promoted to TOI
418255064,418255064.01,2458629.34,0.0,nan,6.3,6.534,Promoted to TOI
419523962,419523962.01,nan,5.8,nan,7.5,2.718,Promoted to TOI
420016507,420016507.01,2458411.458,3.407,18.072,4.213,11.826,Promoted to TOI
420177051,420177051.01,2458685.774,4.048,14.858,3.251,12.984,Promoted to TOI
420268415,420268415.01,nan,3.518,nan,4.5,5.442,Promoted to TOI
420645189,420645189.01,2458837.474,0.0,7.5,6.0,0.543,Promoted to TOI
422385684,422385684.01,2458739.111,2.775,17.494,3.48,9.373,Promoted to TOI
422914082,422914082.01,2458431.56,0.0,3.5,4.0,2.174,Promoted to TOI
425997655,425997655.05,2458330.836,7.908,1.162,3.013,0.259,Promoted to TOI
428892437,428892437.01,2458819.483,3.752,13.559,3.619,17.818,Promoted to TOI
431810418,431810418.01,2459833.382,9.227,2.6,3.8,0.543,Promoted to TOI
431810418,431810418.02,2459830.06,nan,3.1,5.9,0.76,Promoted to TOI
432132155,432132155.01,2458516.245,4.898,13.96,0.172,10.778,Promoted to TOI
432280671,432280671.01,2459861.659,16.212,7.28,6.2,3.991,Promoted to TOI
434116397,434116397.01,2459825.845,0.59,1.68,1.25,0.563,Promoted to TOI
434477274,434477274.01,2458544.192,2.896,11.08,0.074,6.341,Promoted to TOI
436102447,436102447.01,2458465.654,5.187,19.74,0.307,5.002,Promoted to TOI
436637677,436637677.01,2458434.936,11.927,20.09,0.26,12.703,Promoted to TOI
436873727,436873727.01,2458803.84,0.0,9.0,5.5,2.718,Promoted to TOI
437011608,437011608.01,2459500.336,4.241,2.85,2.744,0.963,Promoted to TOI
437740083,437740083.01,2458764.663,5.603,16.108,0.121,5.944,Promoted to TOI
438073782,438073782.01,2458468.984,3.641,18.633,3.871,10.808,Promoted to TOI
440624788,440624788.01,2459939.481,5.366,10.94,2.7,9.541,Promoted to TOI
441155146,441155146.01,2458327.617,3.551,14.235,2.948,19.372,Promoted to TOI
441159680,441159680.01,2458320.052,5.75,13.61,0.162,19.139,Promoted to TOI
441453629,441453629.01,2458329.237,4.201,15.597,2.676,26.877,Promoted to TOI
441642457,441642457.01,2458745.51,0.0,nan,5.0,1.086,Promoted to TOI
441739020,441739020.03,2458699.901,123.038,3.802,8.433,0.809,Promoted to TOI
441763252,441763252.01,2458684.793,2.771,12.527,2.379,23.182,Promoted to TOI
441765914,441765914.01,2458769.6,0.0,3.5,7.0,2.174,Promoted to TOI
441804533,441804533.01,2458687.986,16.304,2.373,3.546,1.361,Promoted to TOI
443616612,443616612.01,2459533.349,nan,10.354,11.201,31.181,Promoted to TOI
445456888,445456888.01,2458487.871,5.544,15.63,0.182,6.726,Promoted to TOI
445582110,445582110.01,2458492.217,3.058,13.43,3.002,6.375,Promoted to TOI
446158352,446158352.01,2458818.668,4.043,17.124,4.517,8.737,Promoted to TOI
446370039,446370039.01,2459284.973,4.599,nan,9.0,2.174,Promoted to TOI
449197624,449197624.01,2458433.73,6.791,16.75,0.085,5.906,Promoted to TOI
452810326,452810326.01,2458439.365,2.354,8.378,2.196,2.931,Promoted to TOI
452810327,452810327.01,2458439.365,2.354,11.91,2.196,2.932,Promoted to TOI
453060368,453060368.01,2459262.262,nan,13.5,4.0,21.935,Promoted to TOI
454248975,454248975.01,2458571.801,3.902,18.378,4.946,9.676,Promoted to TOI
455036659,455036659.01,2458440.708,4.007,5.818,4.531,0.996,Promoted to TOI
455737331,455737331.01,2458780.7,0.0,nan,7.0,0.109,Promoted to TOI
456260074,456260074.01,2458853.484,nan,3.205,nan,1.67,Promoted to TOI
456306892,456306892.01,2458854.458,33.531,9.6,4.1,13.657,Promoted to TOI
456945304,456945304.01,nan,2.141,2.727,1.758,0.734,Promoted to TOI
457104362,457104362.01,2458843.355,4.816,17.079,4.583,19.433,Promoted to TOI
458481611,458481611.01,2458758.046,61.318,6.2,6.0,5.628,Promoted to TOI
458641144,458641144.01,2458493.843,4.697,16.286,3.253,11.56,Promoted to TOI
458890024,458890024.01,2458787.664,5.14,5.001,0.091,3.899,Promoted to TOI
459735346,459735346.01,2459798.615,7.17,3.0,3.6,0.91,Promoted to TOI
459997997,459997997.01,2458573.559,5.55,15.51,5.937,5.3,Promoted to TOI
462162963,462162963.01,2458558.524,1.355,23.84,2.089,6.163,Promoted to TOI
462206806,462206806.01,2458545.385,3.374,16.575,3.434,12.076,Promoted to TOI
466206508,466206508.01,2459054.979,nan,13.26,7.056,9.969,Promoted to TOI
466382581,466382581.01,2459797.336,5.379,3.0,1.33,1.447,Promoted to TOI
467649533,467649533.01,2459913.845,7.483,11.81,6.6,2.794,Promoted to TOI
468832904,468832904.01,2458817.395,1.401,17.002,2.346,23.654,Promoted to TOI
468979441,468979441.01,2459235.605,nan,6.0,6.0,3.055,Promoted to TOI
468981993,468981993.01,2458479.883,15.955,9.73,0.186,5.454,Promoted to TOI
470171739,470171739.01,2458795.184,4.617,17.981,4.653,10.494,Promoted to TOI
